battery_power,bluetoth,dual_sim,front_cam,4G,int_memory,mob_weight,n_cores,main_cam,px_height,px_width,ram,talk_time,3G,touch_screen,wifi,price_range
1872,1,0,5,0,35,111,3,14,1546,1879,2419,19,0,0,0,3
1259,0,1,0,0,13,97,2,0,1210,1989,340,4,1,0,1,0
695,0,0,1,1,41,169,8,8,789,1211,2282,17,1,1,0,1
1969,0,1,9,0,63,132,4,11,390,756,298,10,1,1,0,0
759,0,0,3,1,39,162,2,8,110,1317,968,2,1,0,0,0
936,0,0,1,0,18,153,3,18,1330,1686,2391,3,1,1,1,2
1176,1,0,2,1,62,168,2,10,674,1455,1534,17,1,0,0,1
1802,0,1,0,1,10,101,7,9,253,590,696,3,1,1,0,0
772,0,1,0,1,23,97,7,11,317,1805,2782,17,1,0,0,2
1318,1,0,1,1,45,136,2,7,183,661,755,9,1,0,1,0
591,1,1,1,1,16,90,6,17,892,1603,3746,5,1,1,0,3
569,1,1,0,0,41,124,1,1,388,605,2651,4,0,0,0,1
764,0,1,9,1,45,124,8,11,52,539,1341,12,1,0,0,0
1056,1,1,8,1,37,101,3,11,914,979,2651,3,1,1,1,2
1982,1,0,2,1,12,80,5,20,287,593,1824,14,1,1,1,1
1830,1,0,5,0,14,160,6,6,773,1353,1905,19,1,1,1,2
1122,0,0,0,1,40,156,7,14,675,1163,1456,20,1,1,0,1
1023,1,0,2,1,63,153,7,8,367,1985,3155,7,1,1,1,3
1283,1,1,8,1,33,93,3,15,510,980,773,2,1,1,0,0
1602,0,1,0,1,35,99,7,7,1325,1800,1829,13,1,0,0,2
732,1,0,5,1,32,163,8,7,1661,1836,3883,5,1,0,1,3
1854,0,1,0,1,33,195,1,0,665,718,1675,9,1,0,1,1
718,1,1,1,1,30,93,3,12,662,997,1601,12,1,1,1,1
897,1,0,3,1,2,154,8,10,0,994,1958,7,1,1,0,1
1405,0,0,0,0,8,107,4,7,284,1036,2376,11,0,1,0,2
798,0,1,6,1,21,110,2,12,661,1951,1647,3,1,0,0,1
1035,1,0,1,0,40,157,5,15,757,1912,3548,5,0,1,1,3
1396,1,0,0,0,37,134,4,15,560,1177,2694,19,0,0,1,2
1749,1,1,7,1,49,178,1,8,470,775,2195,4,1,0,1,2
1588,1,0,12,1,4,148,5,20,146,822,2506,11,1,0,0,2
1600,0,0,1,1,16,94,4,16,1315,1710,2073,4,1,1,0,2
1522,0,0,4,0,21,162,6,11,533,1696,3767,16,0,0,1,3
1279,1,0,5,1,7,105,6,6,560,1633,1150,7,1,0,0,1
719,0,0,7,0,6,102,6,8,405,1141,841,2,1,0,0,0
544,1,1,2,1,7,129,5,15,227,610,1675,17,1,1,0,0
1007,1,1,5,1,21,185,8,12,479,831,1301,12,1,1,0,0
590,1,1,0,0,32,141,6,1,227,509,1817,6,0,1,0,0
1788,0,0,0,1,6,141,6,16,149,1022,2321,20,1,1,0,2
748,0,0,0,0,25,110,7,14,88,709,1974,13,0,1,1,1
757,1,1,4,0,64,157,7,5,114,819,3433,10,1,1,0,2
1561,1,1,1,1,27,174,3,10,662,874,1205,3,1,1,0,1
1327,0,0,10,0,23,89,7,16,441,1721,872,4,1,1,1,0
797,1,1,4,0,18,81,8,20,888,1466,2052,14,1,1,1,1
727,1,1,0,1,64,193,1,9,664,711,3654,16,1,1,0,3
686,1,1,0,0,36,194,4,1,64,745,1503,13,0,0,0,0
1515,1,1,4,1,24,176,5,6,747,1247,3104,20,1,0,0,3
555,1,1,2,0,17,163,5,12,956,1010,343,3,0,1,1,0
1589,0,0,0,0,5,112,5,2,776,1397,3430,19,1,1,1,3
1976,1,1,6,0,45,136,4,19,652,1933,2470,3,0,0,0,3
1884,0,1,3,0,24,149,6,4,1168,1179,1396,9,1,1,1,1
1063,0,0,0,0,27,86,6,7,201,582,2668,19,0,0,0,2
672,1,1,13,0,61,194,5,20,724,1127,1457,20,1,0,1,0
635,1,0,9,0,16,110,7,17,599,1299,2452,8,1,0,0,2
1906,1,1,3,0,55,113,3,4,3,629,1871,4,1,0,1,1
1753,0,0,4,0,40,191,4,11,1652,1983,1112,15,1,1,1,1
659,0,1,2,1,3,85,8,6,190,657,967,14,1,0,1,0
1583,0,1,0,0,14,148,2,4,1171,1673,2498,8,0,0,1,2
1783,0,1,2,0,42,104,6,8,1081,1979,387,3,0,1,0,1
1667,0,1,0,1,21,138,2,0,1211,1396,635,15,1,0,0,0
640,0,1,5,1,6,143,8,20,976,1353,2711,8,1,1,0,2
1913,1,0,0,0,29,111,5,4,675,742,2023,8,1,1,0,2
538,0,1,0,1,25,163,7,7,455,537,2215,17,1,1,1,1
1191,0,0,6,1,46,89,6,9,42,807,824,7,1,0,0,0
816,0,1,2,0,9,117,1,3,1196,1651,3851,14,1,0,1,3
915,1,1,9,1,33,199,2,16,503,986,2156,13,1,1,0,1
1157,1,0,7,0,27,88,8,8,1694,1798,2885,2,1,0,1,3
1201,1,0,2,0,10,99,7,7,306,558,495,14,1,1,1,0
1379,0,1,1,1,18,129,2,16,838,885,2358,15,1,1,0,2
1483,1,0,3,1,53,169,5,11,291,651,1744,10,1,0,0,1
1614,0,0,1,1,9,161,3,2,173,1219,1832,11,1,0,0,1
930,1,1,4,1,4,144,8,10,1017,1289,2016,16,1,1,1,1
1454,0,0,8,0,6,199,3,20,698,1018,1300,2,0,0,1,1
1784,0,0,4,0,41,164,6,20,610,1437,2313,11,0,1,0,2
1262,0,1,12,0,34,149,5,16,223,737,3248,4,0,1,1,2
797,0,1,0,0,37,144,7,2,206,1167,2216,6,1,0,0,1
1829,1,0,8,0,59,91,5,15,1457,1919,3142,5,1,1,1,3
1139,1,1,6,1,58,161,2,11,742,999,1850,8,1,0,0,1
618,1,0,9,1,13,80,4,15,591,724,1424,7,1,1,0,0
1547,1,0,2,0,57,114,1,3,347,957,1620,19,0,1,1,1
586,0,0,2,0,15,83,3,11,241,854,2592,3,0,0,0,1
1617,1,0,8,1,36,85,1,9,743,1426,296,7,1,0,0,0
1882,0,0,11,1,44,113,8,19,4,743,3579,20,1,1,0,3
674,1,1,1,0,21,198,3,4,576,1809,1180,4,1,1,1,0
1467,1,0,0,0,18,122,5,0,888,1099,3962,5,1,1,1,3
858,0,0,1,0,50,84,1,2,528,1416,3978,3,1,1,0,3
794,1,1,0,1,2,106,6,14,1222,1890,668,19,1,1,0,0
1965,1,1,0,0,39,187,4,3,915,1965,2032,16,1,1,1,2
1911,0,1,1,1,36,108,8,3,868,1632,3057,5,1,1,0,3
1512,0,0,4,1,46,145,5,5,336,670,869,19,1,1,1,0
510,1,1,5,1,45,168,6,16,483,754,3919,2,1,1,1,3
1043,1,1,14,0,5,193,3,16,226,1412,3476,2,0,1,0,
841,1,1,4,1,61,191,5,12,746,857,3895,7,1,0,0,
1807,1,0,1,0,27,186,3,4,1270,1366,2396,10,0,1,1,
1546,0,1,18,1,25,96,8,20,295,1752,3893,7,1,1,0,
1434,0,0,11,1,49,108,6,18,749,810,1773,7,1,0,1,
1464,1,1,5,1,50,198,8,9,569,939,3506,3,1,1,1,
1718,0,0,1,0,47,156,2,3,1283,1374,3873,10,0,0,0,
833,0,1,0,0,62,111,1,2,1312,1880,1495,18,0,1,1,
1111,1,1,9,1,25,101,5,19,556,876,3485,10,1,1,0,
1520,0,0,1,0,25,171,3,20,52,1009,651,5,1,0,1,
1500,0,0,2,0,55,80,7,6,503,1336,3866,20,0,1,0,
1343,0,0,2,1,34,171,3,6,235,1671,3911,8,1,1,1,
900,1,1,0,0,30,87,2,3,829,1893,439,20,1,0,0,
1190,1,1,5,0,19,158,5,15,227,1856,992,16,1,1,0,
630,0,0,8,1,51,193,8,9,1315,1323,2751,3,1,1,0,
1846,1,0,5,1,53,106,8,7,185,1832,563,10,1,0,1,
1985,0,1,14,1,26,163,2,17,613,1511,2083,14,1,1,0,
1042,0,0,5,1,48,186,4,15,335,532,2187,5,1,0,0,
1231,1,1,2,1,37,194,2,3,82,1771,3902,15,1,0,1,
1488,0,0,9,0,37,189,4,20,47,559,2524,6,0,0,0,
968,0,0,8,1,7,151,1,17,504,1930,1357,16,1,1,0,
529,0,1,1,0,60,101,5,5,521,1591,3456,9,0,1,0,
1558,0,1,7,0,50,115,2,10,777,1587,1641,9,0,1,1,
533,1,1,16,0,58,97,5,18,512,1111,2322,2,0,1,0,
1037,0,1,1,0,5,125,3,6,1194,1321,3862,7,1,1,0,
1025,0,1,6,1,43,122,3,16,1003,1306,557,14,1,1,1,
1858,0,1,0,0,17,124,4,1,575,1200,2427,13,1,1,0,
980,0,0,1,0,8,91,5,5,54,658,625,7,0,1,1,
644,1,1,9,0,15,139,5,10,627,630,3836,10,1,0,1,
1024,1,1,0,1,38,81,2,0,129,1048,854,10,1,0,0,
1981,0,1,2,1,11,184,8,13,876,1408,2383,18,1,0,0,
1380,0,1,15,1,56,187,8,16,501,643,926,7,1,0,0,
1557,1,1,1,0,32,152,7,11,1407,1633,3048,7,1,0,0,
1201,1,1,10,0,49,175,4,20,722,992,824,9,1,0,0,
1074,1,0,0,0,45,193,3,6,1219,1904,874,2,1,0,0,
1175,1,0,3,0,33,124,6,8,119,1777,1617,7,0,0,1,
1280,0,1,4,1,8,96,6,5,753,1557,3309,8,1,0,1,
1715,0,1,1,1,28,112,6,16,162,847,1786,12,1,0,1,
1165,0,0,4,0,40,150,2,11,313,528,3128,14,1,0,0,
567,0,0,0,0,2,87,4,1,181,566,2243,10,0,1,1,
1952,1,0,2,0,47,190,2,10,1416,1892,994,17,0,1,1,
822,1,1,2,0,43,189,8,7,645,851,2749,16,1,0,1,
685,1,1,0,0,12,121,6,15,79,633,793,11,0,0,1,
1388,1,1,12,1,17,174,5,19,153,972,324,3,1,0,0,
1972,0,0,2,0,48,188,3,14,480,748,366,17,1,1,0,
1411,1,0,9,1,57,80,7,17,700,1234,1228,7,1,1,0,
1094,0,1,2,0,20,135,1,5,221,610,1413,16,0,1,1,
1653,0,1,1,1,13,114,4,15,1585,1896,2617,18,1,1,1,
916,0,1,9,0,33,142,7,20,65,1867,1798,5,1,1,0,
1712,0,0,1,0,29,149,7,6,556,816,2693,5,1,1,0,
882,1,1,13,0,32,103,8,14,224,764,2437,15,0,1,1,
632,0,0,6,1,33,101,2,10,705,992,837,3,1,0,0,
1442,1,1,0,0,56,165,3,3,709,1695,2815,8,0,1,1,
900,0,0,11,0,47,150,8,14,97,663,1440,4,1,1,1,
1630,1,1,4,0,20,153,7,10,1131,1360,3470,4,1,1,0,
1596,1,1,6,0,24,174,5,15,359,1022,1251,2,1,1,1,
1272,1,0,9,1,54,133,8,11,1813,1871,3181,14,1,0,1,
1640,0,1,1,0,7,135,4,2,839,1788,1361,7,0,1,1,
1111,0,1,10,0,15,198,7,14,550,666,1630,2,1,0,1,
1889,1,0,15,0,25,90,2,17,443,755,3689,2,1,0,1,
1907,1,1,1,0,22,80,8,4,502,1113,3586,6,1,0,1,
529,0,1,5,0,56,139,4,6,130,647,3942,7,0,0,1,
578,0,0,3,1,38,121,6,5,19,667,1431,7,1,0,0,
1634,1,1,2,1,39,164,1,7,386,636,2167,20,1,1,1,
1533,1,1,1,1,22,172,3,15,22,1345,1248,9,1,0,0,
660,0,0,5,1,47,83,3,6,49,1552,1986,15,1,1,0,
1847,1,0,10,1,28,111,4,14,1497,1508,1378,18,1,0,1,
1206,1,1,6,0,10,134,8,20,1327,1361,2959,20,0,0,1,
549,1,0,3,1,53,173,5,5,555,1386,1893,19,1,1,1,
1705,1,0,2,1,23,122,3,20,1560,1808,1676,20,1,1,1,
1366,0,1,4,0,36,185,1,16,346,702,1912,19,0,0,1,
1991,0,0,5,0,58,109,5,6,912,1660,1947,7,1,0,1,
1102,1,0,5,1,40,175,3,14,756,882,2734,4,1,1,0,
1452,0,0,3,1,32,175,3,5,699,1704,3617,12,1,1,0,
1810,1,1,6,0,63,151,1,19,582,1752,3414,10,1,0,0,
1166,1,1,2,1,41,165,7,4,680,1078,482,11,1,1,1,
881,1,1,5,0,6,117,6,12,814,1015,2813,17,1,0,1,
1134,1,1,0,1,64,166,5,0,672,1597,661,20,1,0,0,
1031,1,1,1,1,20,177,1,4,450,911,2546,12,1,0,1,
1376,1,1,0,1,34,167,6,1,757,1371,3922,2,1,0,0,
1391,0,1,2,1,56,137,5,8,208,900,1199,10,1,1,1,
979,0,0,6,0,24,124,5,16,1194,1256,3779,20,0,1,0,
1075,1,0,0,0,36,127,4,3,1335,1427,3870,20,1,1,0,
968,0,1,13,1,61,168,8,16,91,1585,858,11,1,1,0,
1999,0,1,1,1,15,183,8,11,33,653,3840,12,1,0,1,
1626,0,0,3,0,20,164,2,17,1095,1499,454,6,1,1,0,
942,0,1,14,0,28,153,8,20,336,797,3953,7,0,0,1,
1182,0,0,4,1,42,189,3,20,659,661,1633,6,1,0,1,
1982,1,1,9,0,48,98,6,16,183,709,3035,9,1,0,1,
1373,0,1,3,0,27,80,8,6,652,1100,966,9,0,0,1,
1151,0,1,8,0,44,107,8,17,410,1014,1761,10,1,0,0,
1650,1,1,6,0,51,99,5,15,440,1416,1938,3,0,1,1,
1663,1,1,0,0,17,152,4,2,532,886,2820,5,1,1,1,
1965,1,0,0,1,3,168,7,17,1373,1949,305,20,1,0,0,
679,0,1,0,0,41,154,4,1,773,920,2838,6,0,0,1,
1465,0,0,2,0,3,90,5,8,965,974,2042,12,0,1,1,
1809,1,1,3,0,27,137,5,19,568,1864,700,12,1,0,0,
757,1,1,8,1,26,164,8,17,652,1157,2593,15,1,0,1,
1034,1,0,7,1,47,105,6,15,214,1463,1835,9,1,0,0,
1119,1,0,9,0,23,81,4,19,423,1003,3121,5,0,1,0,
559,1,1,0,1,24,103,4,5,537,627,2023,2,1,0,0,
1204,1,0,9,0,19,113,8,15,667,1872,737,18,0,0,0,
1008,0,1,4,1,15,89,8,19,491,692,450,18,1,0,0,
1397,1,1,4,0,19,146,7,13,1037,1829,2928,4,0,0,0,
697,0,1,0,1,34,114,4,6,325,610,1694,8,1,0,1,
1939,1,0,5,0,58,174,2,17,49,974,2593,6,0,0,1,
1039,0,1,2,0,15,113,1,5,1324,1945,745,10,0,0,0,
1605,1,0,1,1,51,83,4,20,597,921,1310,10,1,1,1,
1094,0,1,2,0,34,128,8,4,765,836,2743,20,0,0,1,
769,1,1,1,1,30,190,3,9,470,1115,3976,11,1,0,1,
861,1,1,0,0,40,132,2,13,653,1062,3931,2,0,0,0,
504,0,1,4,0,63,169,2,16,463,1609,3455,15,0,0,1,
1930,1,1,5,1,64,119,4,17,325,1205,1533,6,1,0,1,
1795,1,1,10,0,52,140,2,16,855,910,3876,2,1,0,0,
1363,0,1,3,1,2,159,7,6,912,1684,3239,11,1,0,0,
1376,1,0,3,1,38,195,2,4,492,1110,3628,13,1,0,0,
1981,1,0,2,0,19,123,7,3,605,769,3663,2,1,0,0,
1901,0,0,4,0,62,133,3,17,401,1989,1786,5,0,1,1,
1319,0,1,10,0,5,140,8,17,366,1821,3502,3,1,0,0,
859,1,0,5,0,58,178,1,16,1225,1358,815,2,1,0,1,
1664,1,0,10,0,25,147,3,11,573,856,275,11,1,1,1,
955,0,1,0,0,62,151,1,1,261,538,3758,18,1,1,1,
517,0,1,3,0,38,97,7,4,680,1138,2747,2,0,1,1,
1806,0,0,2,1,64,133,5,7,280,683,1809,6,1,1,1,
1348,0,0,6,1,50,123,4,11,565,1443,2086,20,1,0,0,
1455,0,0,0,0,16,164,1,1,1379,1673,444,7,0,1,0,
1611,0,1,5,0,25,92,5,18,949,1297,3467,8,1,1,1,
1573,1,1,3,1,24,125,8,5,703,911,2776,17,1,1,1,
557,0,0,0,1,23,197,5,1,1264,1682,3170,7,1,1,0,
1599,1,0,4,0,31,130,2,5,1816,1917,1234,9,0,1,0,
1051,1,1,0,0,16,100,7,9,108,894,305,3,1,1,1,
1857,1,1,0,0,14,102,2,0,1328,1743,1745,20,0,0,0,
1986,0,0,6,0,24,174,6,9,797,1061,1707,12,1,0,1,
591,1,0,1,0,21,185,6,7,361,555,2220,13,1,1,0,
1140,0,1,0,1,56,131,7,4,1049,1715,3130,9,1,0,1,
923,1,0,0,1,10,80,2,3,357,1718,1500,9,1,1,0,
1582,0,0,0,0,33,200,1,9,197,764,2145,18,1,1,1,
723,0,0,5,0,63,172,8,14,906,1801,488,8,1,0,1,
1251,1,1,3,1,54,83,5,4,806,1405,3863,14,1,1,0,
574,1,1,4,1,60,139,2,7,924,1498,2913,9,1,0,0,
948,1,1,5,1,60,116,2,10,223,1148,2094,15,1,1,1,
1571,0,1,4,0,44,194,5,5,140,718,3141,17,0,0,1,
564,1,0,2,0,33,192,1,6,113,863,2573,2,0,1,1,
1466,0,1,14,1,57,155,6,18,1531,1727,2340,4,1,1,0,
597,1,1,0,0,16,140,2,0,35,708,3788,5,0,0,1,
895,1,1,10,1,9,148,7,14,1524,1691,3445,15,1,0,0,
1535,0,1,13,1,37,82,4,16,838,1667,3241,15,1,0,1,
1832,1,0,7,0,44,125,2,17,495,596,2976,9,0,0,0,
1045,1,0,0,1,58,177,4,12,1212,1772,2241,11,1,1,0,
1483,1,0,4,1,61,128,1,10,655,814,3843,20,1,0,1,
976,0,0,0,1,5,184,7,14,496,797,3261,6,1,1,1,
1840,1,1,0,0,46,123,4,2,800,1521,3264,16,0,1,0,
1807,0,1,0,0,8,89,8,15,1010,1425,826,20,0,0,0,
624,1,1,14,0,30,192,2,16,102,1052,1314,10,0,1,1,
1963,0,0,7,1,38,193,3,15,948,1406,2699,10,1,1,0,
1307,1,0,0,1,4,132,4,1,82,1236,2565,19,1,1,1,
1933,1,1,6,0,23,102,7,7,1286,1846,3973,19,0,0,1,
1496,1,1,0,0,42,124,2,5,264,995,3537,6,1,0,0,
1532,1,0,0,0,7,134,2,10,75,834,3449,7,1,1,1,
1004,0,1,7,1,8,97,2,9,461,919,3895,20,1,1,0,
1483,1,1,10,1,38,87,5,14,321,1410,2777,16,1,1,0,
945,0,0,3,0,47,141,2,11,120,1341,2904,5,0,0,0,
1081,0,0,7,1,17,89,5,17,174,1683,3774,16,1,1,0,
1012,0,1,6,1,32,87,3,14,1341,1997,3034,10,1,1,0,
1762,0,0,5,0,50,104,3,12,1337,1684,2940,15,0,0,1,
796,1,1,1,1,36,127,8,14,494,935,3932,5,1,1,1,
1547,0,0,12,1,50,98,5,16,849,1024,1168,17,1,1,1,
988,0,0,6,1,12,132,4,8,644,1291,376,17,1,0,1,
1180,1,0,7,1,43,102,1,16,1557,1985,3510,13,1,1,1,
852,1,0,3,1,3,161,2,4,376,872,542,9,1,0,1,
607,1,0,1,1,18,146,7,3,151,532,550,12,1,0,1,
1765,0,0,0,0,24,135,1,0,450,830,791,4,1,0,1,
1250,0,0,18,0,63,165,1,19,1336,1532,1895,7,0,1,0,
1577,0,1,0,0,55,109,5,0,1411,1718,609,20,1,1,1,
1153,1,1,5,0,14,135,5,6,742,1236,263,14,1,0,1,
651,1,0,0,0,35,113,7,5,1046,1414,2141,19,1,1,1,
1186,1,1,1,0,25,88,4,7,85,1012,1270,17,0,1,0,
1429,1,0,6,0,33,121,5,7,889,1846,403,18,1,1,1,
556,0,0,4,1,10,135,8,12,182,688,2040,2,1,0,0,
1735,1,0,5,1,21,126,3,8,282,1261,2597,8,1,0,1,
1859,0,0,8,1,42,127,2,16,1168,1612,714,16,1,0,1,
915,0,0,3,0,10,188,2,5,74,1266,423,14,0,1,1,
890,0,0,5,0,9,113,1,10,457,1134,1238,17,0,0,1,
758,0,0,13,0,48,101,3,18,1842,1896,926,18,0,0,0,
541,0,0,0,1,28,156,7,4,103,1039,2704,5,1,1,0,
586,0,1,6,1,33,195,8,17,1470,1644,2817,5,1,1,1,
762,1,1,11,1,39,164,1,14,1065,1686,2271,8,1,1,0,
683,0,1,0,1,9,186,7,3,1466,1754,1513,19,1,0,0,
1526,0,1,10,0,39,125,3,20,563,1439,339,19,1,0,1,
1771,1,0,6,0,39,188,2,9,460,1203,794,16,1,1,1,
639,0,0,5,0,28,113,7,16,983,1369,391,12,0,0,1,
1783,1,0,7,1,23,137,2,8,1114,1953,541,11,1,1,0,
1933,0,0,16,1,55,166,5,20,729,1248,648,13,1,1,0,
1384,0,1,3,1,62,153,1,5,1240,1393,3386,2,1,1,0,
1770,0,0,12,0,26,80,1,17,98,1724,1651,14,0,0,0,
1202,0,0,2,0,49,131,1,8,197,1435,1177,7,1,1,1,
885,0,1,2,0,3,163,7,8,813,1666,2887,13,0,0,1,
1629,1,0,2,1,2,86,6,19,1055,1200,2178,18,1,1,0,
1072,1,1,6,1,4,92,1,12,1019,1640,2878,13,1,0,1,
1863,1,1,0,0,64,89,5,1,159,618,3201,19,1,1,0,
1739,0,1,1,0,51,140,4,15,406,691,1490,9,0,1,1,
895,1,0,2,0,23,98,5,3,26,663,2724,7,0,0,0,
1278,1,1,0,0,56,179,1,7,406,1698,3032,6,0,0,1,
562,1,1,1,1,43,141,6,17,918,991,3352,17,1,1,0,
1249,1,1,0,0,38,193,5,10,940,1290,3195,17,0,0,0,
1811,0,0,18,1,25,185,6,19,1411,1443,1677,2,1,1,0,
560,1,1,1,1,12,161,5,19,465,1797,2620,16,1,1,1,
1773,1,0,14,1,61,141,7,20,847,1562,1061,15,1,0,1,
1715,1,0,5,0,11,100,3,10,314,1276,1018,8,1,1,1,
725,0,1,0,1,26,176,5,1,829,960,1370,9,1,1,1,
800,1,0,5,1,41,103,6,9,185,1008,2094,6,1,0,1,
1300,0,0,6,1,43,156,3,12,589,1815,2790,19,1,0,0,
1001,0,0,0,0,48,98,5,0,471,655,1485,11,1,1,1,
500,0,1,13,0,64,134,4,17,1384,1912,2807,7,0,0,1,
1378,1,1,4,1,52,184,3,7,13,641,3528,7,1,0,0,
951,1,0,1,1,24,147,8,20,897,1964,3391,7,1,0,0,
1038,1,1,1,0,48,99,6,2,83,1103,1073,2,0,0,1,
987,1,1,1,0,20,108,6,5,237,1427,2811,17,1,0,0,
1698,0,0,6,1,21,196,7,7,614,1254,778,3,1,1,1,
1762,1,1,14,0,11,107,4,17,647,801,3628,10,0,0,1,
785,0,0,6,0,16,135,3,13,223,1366,2637,16,0,0,0,
1851,0,1,2,0,59,151,3,18,278,1198,2892,5,1,1,0,
1698,0,1,2,0,62,189,3,13,1459,1565,2805,19,0,0,1,
1976,0,0,0,0,4,93,8,1,1146,1436,804,14,0,1,0,
1649,1,0,4,1,53,162,4,11,261,1316,361,19,1,1,1,
1157,1,1,4,0,4,149,7,6,878,1737,1453,9,1,0,0,
1702,0,0,1,1,54,131,5,2,1112,1578,359,5,1,1,0,
1040,1,0,0,0,54,199,2,5,458,959,3886,20,0,1,1,
790,1,1,2,1,29,106,6,11,521,1996,557,2,1,1,1,
1429,0,0,2,0,58,128,4,3,417,983,2005,9,0,1,0,
739,1,0,14,0,56,103,8,20,134,1696,630,11,1,0,0,
1364,1,1,6,1,44,174,7,8,615,1142,2741,18,1,0,1,
1580,0,1,0,0,45,196,8,7,1017,1092,2214,19,0,0,1,
1384,1,1,0,0,49,189,1,0,725,1741,1387,13,1,1,1,
1037,0,1,2,0,57,83,6,5,749,965,3148,9,1,0,0,
1519,0,0,12,0,43,183,1,14,868,1637,853,7,0,1,1,
989,0,0,15,0,20,153,1,16,68,947,3614,10,1,1,0,
1040,1,1,3,0,41,116,3,18,299,608,1006,18,0,0,1,
1240,1,0,3,1,9,93,5,7,477,1319,3959,15,1,0,0,
1273,1,0,15,1,7,143,1,16,288,706,1743,13,1,1,0,
1784,0,0,8,0,28,171,4,9,1145,1680,2192,2,1,0,0,
1169,1,1,7,1,51,177,7,19,515,720,329,13,1,0,1,
703,1,0,1,1,27,138,1,6,47,1820,502,11,1,1,1,
959,1,0,5,1,15,119,5,9,121,934,3000,15,1,1,1,
1292,1,1,1,1,63,157,6,8,452,1309,1413,10,1,1,1,
1927,1,0,0,0,5,139,6,1,603,1228,2913,8,0,0,0,
1477,1,0,1,0,15,178,8,5,1381,1459,2684,8,1,1,1,
1759,0,1,9,0,58,101,2,12,510,615,3428,9,1,1,0,
831,0,0,0,1,31,197,3,1,1460,1591,1629,5,1,1,0,
1803,0,1,1,1,41,146,2,10,102,613,1873,20,1,1,1,
1361,0,0,0,1,64,91,3,2,174,574,3751,19,1,1,0,
1183,1,0,1,0,32,197,1,4,884,1475,637,16,0,0,1,
917,1,0,0,0,53,166,5,1,750,1339,603,7,1,0,1,
1278,1,1,2,0,7,192,5,3,319,587,3067,4,1,1,1,
1247,1,0,0,0,28,191,7,5,901,1447,3268,15,0,1,0,
930,0,1,5,1,40,128,7,15,775,1224,3816,2,1,1,1,
1019,0,1,0,1,5,177,3,8,889,1840,1850,11,1,0,1,
1855,1,0,0,1,26,161,4,0,986,1339,3481,19,1,1,1,
1730,0,1,4,0,54,93,3,7,283,1151,1695,17,0,1,0,
1972,0,1,4,1,5,95,3,19,955,1781,625,10,1,1,1,
1887,0,1,4,0,35,115,2,7,178,1275,3203,15,1,0,0,
1590,0,0,0,0,13,111,6,1,759,1187,2440,3,1,0,1,
603,1,0,0,1,42,135,8,0,746,754,1934,11,1,0,0,
560,1,0,11,1,37,121,4,14,237,551,3278,7,1,1,0,
1981,1,1,10,0,34,117,5,20,929,1552,3764,14,1,0,1,
1190,1,0,0,1,18,160,6,2,644,1070,3571,5,1,0,0,
1396,1,1,7,1,10,108,4,16,646,1721,3881,9,1,1,1,
1598,1,1,0,0,57,89,1,1,371,783,1663,14,1,0,1,
1692,0,0,5,1,11,151,3,7,1256,1386,524,10,1,1,0,
628,1,0,0,1,26,106,8,2,389,517,1853,12,1,1,1,
1883,0,1,1,0,6,145,6,4,123,1320,2067,9,1,0,1,
819,1,0,5,1,16,163,1,10,663,1788,3325,16,1,0,0,
651,0,1,0,1,7,129,1,6,1268,1423,2151,20,1,1,1,
723,0,0,2,0,27,145,2,9,98,1175,2044,11,0,1,0,
1367,1,0,2,1,58,184,4,20,721,1210,3946,9,1,0,0,
1784,1,0,1,1,3,125,5,5,1424,1672,2110,8,1,0,1,
1744,1,1,5,1,35,137,7,9,915,1554,656,7,1,0,0,
1086,0,0,11,0,7,116,6,14,635,1839,3297,16,1,0,0,
899,0,1,0,1,3,165,8,0,167,1239,1296,9,1,0,1,
896,0,0,3,0,29,91,6,10,135,820,1650,13,1,0,0,
1714,0,1,9,1,59,186,8,19,991,1274,2546,11,1,1,1,
1395,1,0,5,0,38,167,6,16,896,1501,915,6,1,1,0,
786,0,1,2,0,28,198,1,7,3,1058,331,2,1,0,1,
1687,0,1,4,0,14,120,2,14,924,1461,3975,10,0,1,1,
669,1,1,18,1,10,171,5,20,1300,1834,2801,10,1,0,0,
1423,1,0,1,0,51,178,4,18,633,1371,3331,8,1,1,0,
1600,0,1,5,0,44,98,1,8,735,1205,2939,19,1,1,1,
1621,1,1,14,0,59,160,7,16,213,1120,2706,20,1,0,0,
1672,1,0,10,0,37,194,7,15,495,839,1335,8,0,1,1,
1934,0,0,9,1,48,128,4,18,475,853,3370,2,1,0,1,
1650,1,0,0,0,62,81,3,15,1305,1918,2596,10,0,0,0,
1700,0,1,1,0,33,189,5,2,382,1151,2477,3,0,0,1,
1550,1,0,1,1,29,171,5,2,572,1499,3465,14,1,1,0,
626,0,0,4,0,8,185,2,6,16,1410,2589,14,0,1,1,
1737,1,1,0,0,14,156,5,2,1028,1757,2363,10,1,0,1,
1370,0,0,1,0,6,113,1,7,482,1689,1302,3,0,0,1,
1899,1,1,15,0,14,191,4,16,1200,1345,1677,14,0,0,1,
848,1,0,0,0,31,123,5,1,299,756,1108,18,1,1,0,
1430,1,1,0,1,16,171,4,1,696,757,2916,10,1,1,0,
768,1,1,1,0,45,175,4,16,1164,1376,3947,12,1,1,0,
1856,1,1,9,1,15,160,3,14,450,714,1514,13,1,1,0,
